Source,Title,Link
https://andscape.com/,"Andscape roundtable: Talking Travis Hunter and  Heisman, Deion Sanders and Jackson State
Discussing Hunter’s dominant awards season, Sanders’ season, JSU coach T.C. Taylor and more","=HYPERLINK(""https://andscape.com/features/andscape-roundtable-talking-travis-hunter-heisman-trophy-deion-sanders-and-jackson-state/"", ""https://andscape.com/features/andscape-roundtable-talking-travis-hunter-heisman-trophy-deion-sanders-and-jackson-state/"")"
https://andscape.com/,"Jackson State coach T.C. Taylor knew his Celebration Bowl moment would come
Taylor’s victory ended the Deion Sanders hangover at JSU, Southwestern Athletic Conference","=HYPERLINK(""https://andscape.com/features/jackson-state-coach-t-c-taylor-knew-his-celebration-bowl-moment-would-come/"", ""https://andscape.com/features/jackson-state-coach-t-c-taylor-knew-his-celebration-bowl-moment-would-come/"")"
https://andscape.com/,"Travis Hunter, Jackson State and perfect symmetry
JSU receiver Errick Simmons said battles with Hunter in practice, the arrival of Deion Sanders forced him to ‘work differently’","=HYPERLINK(""https://andscape.com/features/travis-hunter-jackson-state-and-perfect-symmetry/"", ""https://andscape.com/features/travis-hunter-jackson-state-and-perfect-symmetry/"")"
https://www.ft.com/,Artificial intelligence,"=HYPERLINK(""/artificial-intelligence"", ""/artificial-intelligence"")"
https://www.ft.com/,Artificial intelligence,"=HYPERLINK(""https://www.ft.com/artificial-intelligence"", ""https://www.ft.com/artificial-intelligence"")"
https://www.ft.com/,Slavery Statement & Policies,"=HYPERLINK(""https://help.ft.com/help/legal/slavery-statement/"", ""https://help.ft.com/help/legal/slavery-statement/"")"
https://www.ft.com/,Artificial intelligence,"=HYPERLINK(""/artificial-intelligence"", ""/artificial-intelligence"")"
https://www.nytimes.com/,Artificial Intelligence,"=HYPERLINK(""https://www.nytimes.com/spotlight/artificial-intelligence"", ""https://www.nytimes.com/spotlight/artificial-intelligence"")"
https://www.nytimes.com/,Artificial Intelligence,"=HYPERLINK(""https://www.nytimes.com/spotlight/artificial-intelligence"", ""https://www.nytimes.com/spotlight/artificial-intelligence"")"
https://www.usatoday.com/,All your questions about Kendrick Lamar's Super Bowl…,"=HYPERLINK(""/story/entertainment/music/2024/12/22/kendrick-lamar-super-bowl-halftime-show-2025/77154559007/"", ""/story/entertainment/music/2024/12/22/kendrick-lamar-super-bowl-halftime-show-2025/77154559007/"")"
https://www.usatoday.com/,All your questions about Kendrick Lamar's Super…,"=HYPERLINK(""/story/entertainment/music/2024/12/22/kendrick-lamar-super-bowl-halftime-show-2025/77154559007/"", ""/story/entertainment/music/2024/12/22/kendrick-lamar-super-bowl-halftime-show-2025/77154559007/"")"
https://github.com/,Financial servicesMercado Libre cuts coding time by 50%Read customer story,"=HYPERLINK(""https://github.com/customer-stories/mercado-libre"", ""https://github.com/customer-stories/mercado-libre"")"
https://community.openai.com/,"How AI Helped Reimagine William Blake's ""The Tyger"" as an Electronic Dance Music Video Using ChatGPT 4o, DALL·E 3, and Sora","=HYPERLINK(""https://community.openai.com/t/how-ai-helped-reimagine-william-blakes-the-tyger-as-an-electronic-dance-music-video-using-chatgpt-4o-dall-e-3-and-sora/1065756"", ""https://community.openai.com/t/how-ai-helped-reimagine-william-blakes-the-tyger-as-an-electronic-dance-music-video-using-chatgpt-4o-dall-e-3-and-sora/1065756"")"
https://community.openai.com/,chatgpt,"=HYPERLINK(""https://community.openai.com/tag/chatgpt"", ""https://community.openai.com/tag/chatgpt"")"
https://community.openai.com/,chatgpt,"=HYPERLINK(""https://community.openai.com/tag/chatgpt"", ""https://community.openai.com/tag/chatgpt"")"
https://community.openai.com/,chatgpt,"=HYPERLINK(""https://community.openai.com/tag/chatgpt"", ""https://community.openai.com/tag/chatgpt"")"
https://community.openai.com/,chatgpt,"=HYPERLINK(""https://community.openai.com/tag/chatgpt"", ""https://community.openai.com/tag/chatgpt"")"
https://community.openai.com/,chatgpt,"=HYPERLINK(""https://community.openai.com/tag/chatgpt"", ""https://community.openai.com/tag/chatgpt"")"
https://community.openai.com/,meta-programming,"=HYPERLINK(""https://community.openai.com/tag/meta-programming"", ""https://community.openai.com/tag/meta-programming"")"
https://community.openai.com/,chatgpt,"=HYPERLINK(""https://community.openai.com/tag/chatgpt"", ""https://community.openai.com/tag/chatgpt"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Prompts Library,"=HYPERLINK(""https://gptbot.io/chatgpt-prompts/"", ""https://gptbot.io/chatgpt-prompts/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Business Ideas Guide,"=HYPERLINK(""https://gptbot.io/chatgpt-business-idea-generation-guide/"", ""https://gptbot.io/chatgpt-business-idea-generation-guide/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Prompt Guide,"=HYPERLINK(""https://gptbot.io/master-chatgpt-prompting-techniques-guide/"", ""https://gptbot.io/master-chatgpt-prompting-techniques-guide/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT,"=HYPERLINK(""https://gptbot.io/topics/chatgpt/"", ""https://gptbot.io/topics/chatgpt/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Prompts Library,"=HYPERLINK(""https://go.gptbot.io/prompts-library"", ""https://go.gptbot.io/prompts-library"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,How to Generate New Business Ideas Using ChatGPT (Full Guide),"=HYPERLINK(""https://gptbot.io/chatgpt-business-idea-generation-guide/"", ""https://gptbot.io/chatgpt-business-idea-generation-guide/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Prompts Library,"=HYPERLINK(""https://go.gptbot.io/prompts-library"", ""https://go.gptbot.io/prompts-library"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,How to Generate New Business Ideas Using ChatGPT (Full Guide),"=HYPERLINK(""https://gptbot.io/chatgpt-business-idea-generation-guide/"", ""https://gptbot.io/chatgpt-business-idea-generation-guide/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT,"=HYPERLINK(""https://gptbot.io/topics/chatgpt/"", ""https://gptbot.io/topics/chatgpt/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Prompts Library,"=HYPERLINK(""https://gptbot.io/chatgpt-prompts/"", ""https://gptbot.io/chatgpt-prompts/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Business Ideas Guide,"=HYPERLINK(""https://gptbot.io/chatgpt-business-idea-generation-guide/"", ""https://gptbot.io/chatgpt-business-idea-generation-guide/"")"
https://gptbot.io/master-chatgpt-prompting-techniques-guide/#:~:text=I.%20Introduction,ChatGPT Prompt Guide,"=HYPERLINK(""https://gptbot.io/master-chatgpt-prompting-techniques-guide/"", ""https://gptbot.io/master-chatgpt-prompting-techniques-guide/"")"
https://guides.ai/,"ChatGPT’s New Milestone: 1 Year Of Success (And It Keeps Going)

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-turns-one-year-old/"", ""https://guides.ai/chatgpt-turns-one-year-old/"")"
https://guides.ai/,"Answered: ChatGPT “Code interpreter session expired” (2024)

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-code-interpreter-session-expired/"", ""https://guides.ai/chatgpt-code-interpreter-session-expired/"")"
https://guides.ai/,"Cause & Fix: ChatGPT Usage Cap For GPT-4 (In 2024)

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-usage-cap/"", ""https://guides.ai/chatgpt-usage-cap/"")"
https://guides.ai/,"ChatGPT Waitlist: Why & How Long To Wait (Dec. 2024)

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-waitlist-pause-upgrades/"", ""https://guides.ai/chatgpt-waitlist-pause-upgrades/"")"
https://guides.ai/,"ChatGPT: How To Jump To Bottom Of Conversation

David Ch","=HYPERLINK(""https://guides.ai/bottom-of-chatgpt-conversation/"", ""https://guides.ai/bottom-of-chatgpt-conversation/"")"
https://guides.ai/,"Notion AI vs ChatGPT: Honest Comparison (2024)

David Ch","=HYPERLINK(""https://guides.ai/notion-ai-vs-chatgpt/"", ""https://guides.ai/notion-ai-vs-chatgpt/"")"
https://guides.ai/,"ChatGPT: Most Recent Data Is *Actually* From 2022

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-data/"", ""https://guides.ai/chatgpt-data/"")"
https://guides.ai/,"ChatGPT: Upload PDF & Other Documents (2024)

David Ch","=HYPERLINK(""https://guides.ai/how-to-upload-documents-chatgpt/"", ""https://guides.ai/how-to-upload-documents-chatgpt/"")"
https://guides.ai/,"9 Best ChatGPT Alternatives: AI Chatbots (2024)

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-alternatives/"", ""https://guides.ai/chatgpt-alternatives/"")"
https://guides.ai/,"Fixed: Why ChatGPT Stops Writing Mid-Answer (2024)

David Ch","=HYPERLINK(""https://guides.ai/fixed-why-chatgpt-stops-writing-mid-answer-2023/"", ""https://guides.ai/fixed-why-chatgpt-stops-writing-mid-answer-2023/"")"
https://guides.ai/,"ChatGPT Orange Logo: Meaning & How To Fix (2024)

David Ch","=HYPERLINK(""https://guides.ai/chatgpt-orange-logo-fix/"", ""https://guides.ai/chatgpt-orange-logo-fix/"")"
https://guides.ai/,"ChatGPT: How To Regenerate A Response (2024)

David Ch","=HYPERLINK(""https://guides.ai/how-to-regenerate-answer-chatgpt/"", ""https://guides.ai/how-to-regenerate-answer-chatgpt/"")"
https://guides.ai/,"ChatGPT: How To Stop Generating Mid-Answer (2024)

David Ch","=HYPERLINK(""https://guides.ai/how-to-stop-chatgpt-generating-answer/"", ""https://guides.ai/how-to-stop-chatgpt-generating-answer/"")"
https://huggingface.co/,"fka/awesome-chatgpt-prompts


Updated
					Sep 3
• 

					6.7k
				
				• 

					6.6k","=HYPERLINK(""/datasets/fka/awesome-chatgpt-prompts"", ""/datasets/fka/awesome-chatgpt-prompts"")"
https://huggingface.co/,"Transformers.js

12,431
State-of-the-art Machine Learning for the web. Run Transformers directly in your browser, with no need for a server.","=HYPERLINK(""/docs/transformers.js"", ""/docs/transformers.js"")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
Unknown,Placeholder Article,"=HYPERLINK("""", """")"
