Timestamp,URL,Error
2024-12-19 17:25:48.901460,https://blackgirlnerds.com/,403 Client Error: Forbidden for url: https://blackgirlnerds.com/
2024-12-19 17:25:55.732453,https://blavity.com/,403 Client Error: Forbidden for url: https://blavity.com/
