Timestamp,URL,Error
2024-12-19 11:01:11.184765,https://blackgirlnerds.com/,403 Client Error: Forbidden for url: https://blackgirlnerds.com/
2024-12-19 11:01:11.837657,https://blavity.com/,403 Client Error: Forbidden for url: https://blavity.com/
