url,error
https://blackgirlnerds.com/,403 Client Error: Forbidden for url: https://blackgirlnerds.com/
https://blavity.com/,403 Client Error: Forbidden for url: https://blavity.com/
https://blackgirlnerds.com/,403 Client Error: Forbidden for url: https://blackgirlnerds.com/
https://blavity.com/,403 Client Error: Forbidden for url: https://blavity.com/
https://blackgirlnerds.com/,403 Client Error: Forbidden for url: https://blackgirlnerds.com/
https://blavity.com/,403 Client Error: Forbidden for url: https://blavity.com/
https://guides.ai/,"HTTPSConnectionPool(host='news.guides.ai', port=443): Read timed out. (read timeout=10)"
https://guides.ai/,"HTTPSConnectionPool(host='news.guides.ai', port=443): Read timed out. (read timeout=10)"
https://guides.ai/,"HTTPSConnectionPool(host='news.guides.ai', port=443): Read timed out. (read timeout=10)"
