Timestamp,URL,Error
2024-12-19 13:08:57.361954,https://blackgirlnerds.com/,403 Client Error: Forbidden for url: https://blackgirlnerds.com/
2024-12-19 13:09:05.216625,https://blavity.com/,403 Client Error: Forbidden for url: https://blavity.com/
